[INFO] [2024-02-19 10:03:12,651] Exp time: 2024-02-19_10h03m
[INFO] [2024-02-19 10:03:12,651] 	path: {'DB_ROOT': '../data/kaist-rgbt', 'JSON_GT_FILE': 'kaist_annotations_test20.json'}
[INFO] [2024-02-19 10:03:12,652] 	train: {'day': 'all', 'img_set': 'train-all-02.txt', 'checkpoint': None, 'batch_size': 8, 'start_epoch': 0, 'epochs': 40, 'lr': 0.0001, 'momentum': 0.9, 'weight_decay': 0.0005, 'print_freq': 100, 'img_transform': Compose(
    ColorJitter(brightness=[0.7, 1.3], contrast=[0.7, 1.3], saturation=[0.7, 1.3], hue=None)
    ColorJitterLWIR(brightness=None, contrast=[0.7, 1.3], saturation=None, hue=None)
), 'co_transform': Compose(
    TT_RandomHorizontalShift(p=0.3)
    TT_RandomHorizontalFlip(p=0.5)
    TT_RandomResizedCrop(size=[512, 640], scale=(0.25, 4.0), ratio=(0.8, 1.2), interpolation=PIL.Image.BILINEAR)
    ToTensor()
    Normalize(mean=[0.3465, 0.3219, 0.2842], std=[0.2358, 0.2265, 0.2274])
    Normalize(mean=[0.1598], std=[0.0813])
)}
[INFO] [2024-02-19 10:03:12,652] 	test: {'result_path': './result', 'day': 'all', 'img_set': 'test-all-20.txt', 'input_size': [512, 640], 'checkpoint': '../pretrained/pretrained.pth.tar', 'batch_size': 1, 'eval_batch_size': 1, 'img_transform': Compose(
), 'co_transform': Compose(
    Resize(size=[512, 640], interpolation=PIL.Image.BILINEAR)
    ToTensor()
    Normalize(mean=[0.3465, 0.3219, 0.2842], std=[0.2358, 0.2265, 0.2274])
    Normalize(mean=[0.1598], std=[0.0813])
)}
[INFO] [2024-02-19 10:03:12,652] 	dataset: {'workers': 8, 'OBJ_LOAD_CONDITIONS': {'train': {'hRng': [12, inf], 'xRng': [5, 635], 'yRng': [5, 507], 'wRng': [-inf, inf]}, 'test': {'hRng': [-inf, inf], 'xRng': [5, 635], 'yRng': [5, 507], 'wRng': [-inf, inf]}}}
[INFO] [2024-02-19 10:03:12,652] 	device: cuda
[INFO] [2024-02-19 10:03:12,652] 	exp_name: INSANet
[INFO] [2024-02-19 10:03:12,652] 	n_classes: 3
[INFO] [2024-02-19 10:03:12,652] 	exps_dir: exps/2024-02-19_10h03m_INSANet
[INFO] [2024-02-19 10:03:12,652] 	augmentation: ['TT_RandomHorizontalShift', 'TT_RandomHorizontalFlip', 'TT_RandomResizedCrop']
[INFO] [2024-02-19 10:03:12,652] Preprocess for training
[INFO] [2024-02-19 10:03:12,652] Compose(
    ColorJitter(brightness=[0.7, 1.3], contrast=[0.7, 1.3], saturation=[0.7, 1.3], hue=None)
    ColorJitterLWIR(brightness=None, contrast=[0.7, 1.3], saturation=None, hue=None)
)
[INFO] [2024-02-19 10:03:12,652] Transforms for training
[INFO] [2024-02-19 10:03:12,652] Compose(
    TT_RandomHorizontalShift(p=0.3)
    TT_RandomHorizontalFlip(p=0.5)
    TT_RandomResizedCrop(size=[512, 640], scale=(0.25, 4.0), ratio=(0.8, 1.2), interpolation=PIL.Image.BILINEAR)
    ToTensor()
    Normalize(mean=[0.3465, 0.3219, 0.2842], std=[0.2358, 0.2265, 0.2274])
    Normalize(mean=[0.1598], std=[0.0813])
)
[INFO] [2024-02-19 10:03:12,652] #################### << Epoch   0 >> ####################
[INFO] [2024-02-19 10:03:19,937] Iteration: [0/3136]	Batch Time: 7.283 (7.283)	Data Time: 1.852 (1.852)	Loss: 17.0946 (17.0946)	Num of Positive: tensor([  0,  23,  14,   0, 265,   0,   0,   8], device='cuda:0')
[INFO] [2024-02-19 10:10:47,297] Iteration: [1500/3136]	Batch Time: 0.294 (0.303)	Data Time: 0.000 (0.001)	Loss: 6.6918 (7.5058)	Num of Positive: tensor([ 0, 75,  0, 53,  0, 14,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:11:16,927] Iteration: [1600/3136]	Batch Time: 0.300 (0.302)	Data Time: 0.000 (0.001)	Loss: 6.7323 (7.4610)	Num of Positive: tensor([  6,  51, 180,  59,   0,   0,   0,  19], device='cuda:0')
[INFO] [2024-02-19 10:11:46,895] Iteration: [1700/3136]	Batch Time: 0.304 (0.302)	Data Time: 0.000 (0.001)	Loss: 6.9439 (7.4189)	Num of Positive: tensor([189,   0,   5, 170,  70,   0,  61,   0], device='cuda:0')
[INFO] [2024-02-19 10:12:16,741] Iteration: [1800/3136]	Batch Time: 0.296 (0.302)	Data Time: 0.000 (0.001)	Loss: 7.3022 (7.3795)	Num of Positive: tensor([79, 40, 76,  0,  3,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:12:46,599] Iteration: [1900/3136]	Batch Time: 0.297 (0.302)	Data Time: 0.000 (0.001)	Loss: 5.9020 (7.3408)	Num of Positive: tensor([  0,   4, 205,   0,   0,  27,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:13:16,491] Iteration: [2000/3136]	Batch Time: 0.302 (0.302)	Data Time: 0.000 (0.001)	Loss: 6.5069 (7.3118)	Num of Positive: tensor([  0, 108,   0,  25,  42,   0,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:13:46,259] Iteration: [2100/3136]	Batch Time: 0.296 (0.302)	Data Time: 0.000 (0.001)	Loss: 5.7924 (7.2889)	Num of Positive: tensor([  0,   0,   0, 124,  78,   0,   0,   4], device='cuda:0')
[INFO] [2024-02-19 10:14:16,092] Iteration: [2200/3136]	Batch Time: 0.303 (0.301)	Data Time: 0.000 (0.001)	Loss: 6.6354 (7.2595)	Num of Positive: tensor([ 56,   0,   0,   5,  18,   0,   0, 143], device='cuda:0')
[INFO] [2024-02-19 10:14:45,804] Iteration: [2300/3136]	Batch Time: 0.306 (0.301)	Data Time: 0.000 (0.001)	Loss: 7.6559 (7.2305)	Num of Positive: tensor([76,  1,  0,  0,  0,  0, 22,  0], device='cuda:0')
[INFO] [2024-02-19 10:15:15,656] Iteration: [2400/3136]	Batch Time: 0.290 (0.301)	Data Time: 0.000 (0.001)	Loss: 8.1380 (7.2076)	Num of Positive: tensor([ 0,  0, 43,  8,  0,  1, 32,  8], device='cuda:0')
[INFO] [2024-02-19 10:15:45,361] Iteration: [2500/3136]	Batch Time: 0.304 (0.301)	Data Time: 0.000 (0.001)	Loss: 6.3256 (7.1851)	Num of Positive: tensor([ 58,  53,   0,   0,   0,  31, 105,  22], device='cuda:0')
[INFO] [2024-02-19 10:16:15,124] Iteration: [2600/3136]	Batch Time: 0.307 (0.301)	Data Time: 0.000 (0.001)	Loss: 5.7381 (7.1484)	Num of Positive: tensor([ 0, 16,  0, 25,  0, 55,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:16:44,909] Iteration: [2700/3136]	Batch Time: 0.306 (0.301)	Data Time: 0.000 (0.001)	Loss: 6.5312 (7.1301)	Num of Positive: tensor([41,  0,  0, 14, 40, 64, 94, 24], device='cuda:0')
[INFO] [2024-02-19 10:17:14,607] Iteration: [2800/3136]	Batch Time: 0.293 (0.301)	Data Time: 0.000 (0.001)	Loss: 7.2683 (7.1127)	Num of Positive: tensor([ 0, 13, 49, 54, 15,  2,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:17:44,598] Iteration: [2900/3136]	Batch Time: 0.296 (0.301)	Data Time: 0.000 (0.001)	Loss: 7.1512 (7.0989)	Num of Positive: tensor([86, 19,  0,  0,  0,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:18:14,356] Iteration: [3000/3136]	Batch Time: 0.302 (0.300)	Data Time: 0.000 (0.001)	Loss: 6.1050 (7.0813)	Num of Positive: tensor([117,   6,   0,   0,  21,   0,   0,  30], device='cuda:0')
[INFO] [2024-02-19 10:18:44,314] Iteration: [3100/3136]	Batch Time: 0.298 (0.300)	Data Time: 0.000 (0.001)	Loss: 6.0157 (7.0609)	Num of Positive: tensor([69,  0,  0, 29,  0, 47,  0, 44], device='cuda:0')
[INFO] [2024-02-19 10:18:54,730] #################### << Epoch   1 >> ####################
[INFO] [2024-02-19 10:18:56,731] Iteration: [0/3136]	Batch Time: 1.999 (1.999)	Data Time: 1.631 (1.631)	Loss: 7.8443 (7.8443)	Num of Positive: tensor([  2, 197,  39,   0,  46,  92,   8,  54], device='cuda:0')
[INFO] [2024-02-19 10:19:26,528] Iteration: [100/3136]	Batch Time: 0.297 (0.315)	Data Time: 0.000 (0.016)	Loss: 6.4487 (6.6483)	Num of Positive: tensor([ 26,   0,   0, 115,   0,   0,  41,   0], device='cuda:0')
[INFO] [2024-02-19 10:19:56,441] Iteration: [200/3136]	Batch Time: 0.301 (0.307)	Data Time: 0.000 (0.008)	Loss: 5.8491 (6.5880)	Num of Positive: tensor([  0,   0,   0,   0,  72,   0, 103,   0], device='cuda:0')
[INFO] [2024-02-19 10:20:26,225] Iteration: [300/3136]	Batch Time: 0.293 (0.304)	Data Time: 0.000 (0.006)	Loss: 6.6779 (6.5272)	Num of Positive: tensor([110,   0,   0,   0,   0,   0,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:20:55,903] Iteration: [400/3136]	Batch Time: 0.297 (0.302)	Data Time: 0.000 (0.004)	Loss: 6.9203 (6.5264)	Num of Positive: tensor([ 0, 44,  0,  0,  7,  0, 50,  4], device='cuda:0')
[INFO] [2024-02-19 10:21:25,734] Iteration: [500/3136]	Batch Time: 0.293 (0.301)	Data Time: 0.000 (0.004)	Loss: 6.7780 (6.5097)	Num of Positive: tensor([73, 25,  0, 77, 30,  0, 30,  0], device='cuda:0')
[INFO] [2024-02-19 10:21:55,589] Iteration: [600/3136]	Batch Time: 0.294 (0.301)	Data Time: 0.000 (0.003)	Loss: 6.6190 (6.4996)	Num of Positive: tensor([  0, 204,   0,   0,  66,   0,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:22:25,465] Iteration: [700/3136]	Batch Time: 0.301 (0.301)	Data Time: 0.000 (0.003)	Loss: 7.6934 (6.5011)	Num of Positive: tensor([ 2,  0,  0,  0,  0, 81, 54, 18], device='cuda:0')
[INFO] [2024-02-19 10:22:55,226] Iteration: [800/3136]	Batch Time: 0.298 (0.300)	Data Time: 0.000 (0.002)	Loss: 6.6340 (6.5009)	Num of Positive: tensor([  0,   0, 102,   0,   0,  68,  10,   0], device='cuda:0')
[INFO] [2024-02-19 10:23:25,198] Iteration: [900/3136]	Batch Time: 0.297 (0.300)	Data Time: 0.000 (0.002)	Loss: 6.1113 (6.4654)	Num of Positive: tensor([ 50,   0, 161,   0,   0,  75, 139,  16], device='cuda:0')
[INFO] [2024-02-19 10:23:55,021] Iteration: [1000/3136]	Batch Time: 0.290 (0.300)	Data Time: 0.000 (0.002)	Loss: 6.9175 (6.4447)	Num of Positive: tensor([0, 0, 0, 0, 0, 6, 0, 0], device='cuda:0')
[INFO] [2024-02-19 10:24:24,816] Iteration: [1100/3136]	Batch Time: 0.309 (0.300)	Data Time: 0.000 (0.002)	Loss: 6.9164 (6.4486)	Num of Positive: tensor([ 0,  0, 51,  0,  0, 63,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:24:54,709] Iteration: [1200/3136]	Batch Time: 0.297 (0.300)	Data Time: 0.000 (0.002)	Loss: 6.4480 (6.4425)	Num of Positive: tensor([ 96,  59, 321,   0, 166,   1,   1,   0], device='cuda:0')
[INFO] [2024-02-19 10:25:24,441] Iteration: [1300/3136]	Batch Time: 0.292 (0.300)	Data Time: 0.000 (0.002)	Loss: 6.4037 (6.4211)	Num of Positive: tensor([ 0,  0,  0, 32,  0,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:25:54,243] Iteration: [1400/3136]	Batch Time: 0.295 (0.299)	Data Time: 0.000 (0.001)	Loss: 6.0248 (6.4278)	Num of Positive: tensor([  0,  46,   0, 153,   0,   0,  58,  41], device='cuda:0')
[INFO] [2024-02-19 10:26:25,062] Iteration: [1500/3136]	Batch Time: 0.293 (0.300)	Data Time: 0.000 (0.001)	Loss: 5.9406 (6.4111)	Num of Positive: tensor([ 40, 176,   0,   0,   0,   0,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:26:54,852] Iteration: [1600/3136]	Batch Time: 0.291 (0.300)	Data Time: 0.000 (0.001)	Loss: 5.9805 (6.4122)	Num of Positive: tensor([52,  0,  0,  0,  0,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:27:24,619] Iteration: [1700/3136]	Batch Time: 0.293 (0.300)	Data Time: 0.000 (0.001)	Loss: 5.9404 (6.4163)	Num of Positive: tensor([101,   0,   0,   0,  86,   0, 244,   0], device='cuda:0')
[INFO] [2024-02-19 10:27:54,479] Iteration: [1800/3136]	Batch Time: 0.294 (0.300)	Data Time: 0.000 (0.001)	Loss: 6.6225 (6.4033)	Num of Positive: tensor([ 0,  0,  0,  0,  0,  0, 26, 61], device='cuda:0')
[INFO] [2024-02-19 10:28:24,233] Iteration: [1900/3136]	Batch Time: 0.293 (0.300)	Data Time: 0.000 (0.001)	Loss: 7.5679 (6.3883)	Num of Positive: tensor([91, 50,  0,  8,  0,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:28:53,994] Iteration: [2000/3136]	Batch Time: 0.299 (0.299)	Data Time: 0.000 (0.001)	Loss: 6.9854 (6.3875)	Num of Positive: tensor([  0,  85,   0, 162,  20,   0,   9,   0], device='cuda:0')
[INFO] [2024-02-19 10:29:23,948] Iteration: [2100/3136]	Batch Time: 0.288 (0.299)	Data Time: 0.000 (0.001)	Loss: 7.6945 (6.3843)	Num of Positive: tensor([ 0,  0,  0,  0, 29,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:29:53,696] Iteration: [2200/3136]	Batch Time: 0.312 (0.299)	Data Time: 0.000 (0.001)	Loss: 6.1327 (6.3884)	Num of Positive: tensor([ 95,   0,   0,   0, 143,  31,   4,   0], device='cuda:0')
[INFO] [2024-02-19 10:30:23,426] Iteration: [2300/3136]	Batch Time: 0.295 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.9966 (6.3844)	Num of Positive: tensor([86, 31,  0,  0, 23,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:30:53,264] Iteration: [2400/3136]	Batch Time: 0.296 (0.299)	Data Time: 0.000 (0.001)	Loss: 6.0465 (6.3812)	Num of Positive: tensor([ 0, 43,  0, 30,  2,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:31:23,032] Iteration: [2500/3136]	Batch Time: 0.308 (0.299)	Data Time: 0.001 (0.001)	Loss: 6.6844 (6.3770)	Num of Positive: tensor([ 85,   0,   0,   0, 126,  86,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:31:52,833] Iteration: [2600/3136]	Batch Time: 0.305 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.4758 (6.3686)	Num of Positive: tensor([  0,   0,  33,   0,   0, 258, 105,   0], device='cuda:0')
[INFO] [2024-02-19 10:32:22,671] Iteration: [2700/3136]	Batch Time: 0.295 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.9727 (6.3591)	Num of Positive: tensor([58,  0, 30, 56,  1, 80, 53,  0], device='cuda:0')
[INFO] [2024-02-19 10:32:53,669] Iteration: [2800/3136]	Batch Time: 0.299 (0.300)	Data Time: 0.000 (0.001)	Loss: 6.0617 (6.3535)	Num of Positive: tensor([79,  4,  0, 15, 81, 92, 27,  4], device='cuda:0')
[INFO] [2024-02-19 10:33:23,354] Iteration: [2900/3136]	Batch Time: 0.291 (0.299)	Data Time: 0.000 (0.001)	Loss: 6.1586 (6.3494)	Num of Positive: tensor([28, 54,  0,  0,  0, 41,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:33:52,985] Iteration: [3000/3136]	Batch Time: 0.294 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.3093 (6.3353)	Num of Positive: tensor([  0,   0,   2, 193,   0,   0,  18,   0], device='cuda:0')
[INFO] [2024-02-19 10:34:22,821] Iteration: [3100/3136]	Batch Time: 0.293 (0.299)	Data Time: 0.000 (0.001)	Loss: 6.4973 (6.3366)	Num of Positive: tensor([59,  0,  0,  0, 35,  0, 63, 16], device='cuda:0')
[INFO] [2024-02-19 10:34:33,264] #################### << Epoch   2 >> ####################
[INFO] [2024-02-19 10:34:35,451] Iteration: [0/3136]	Batch Time: 2.185 (2.185)	Data Time: 1.818 (1.818)	Loss: 6.0140 (6.0140)	Num of Positive: tensor([  2, 191, 137,   0,   0,   0,   0, 104], device='cuda:0')
[INFO] [2024-02-19 10:35:05,164] Iteration: [100/3136]	Batch Time: 0.291 (0.316)	Data Time: 0.000 (0.018)	Loss: 5.3508 (5.9361)	Num of Positive: tensor([  0, 273,  77,  57,  18,  11,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:35:35,242] Iteration: [200/3136]	Batch Time: 0.312 (0.308)	Data Time: 0.000 (0.009)	Loss: 6.1910 (6.0146)	Num of Positive: tensor([125, 100,   0,   0,  47,  36, 137,  92], device='cuda:0')
[INFO] [2024-02-19 10:36:06,174] Iteration: [300/3136]	Batch Time: 0.295 (0.309)	Data Time: 0.000 (0.006)	Loss: 5.7493 (6.0530)	Num of Positive: tensor([  0,   1, 125,   0,  71,   0,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:36:36,126] Iteration: [400/3136]	Batch Time: 0.296 (0.306)	Data Time: 0.000 (0.005)	Loss: 6.3036 (6.1049)	Num of Positive: tensor([ 2, 52,  0,  4, 96,  0,  0, 59], device='cuda:0')
[INFO] [2024-02-19 10:37:05,862] Iteration: [500/3136]	Batch Time: 0.291 (0.305)	Data Time: 0.000 (0.004)	Loss: 6.9090 (6.0683)	Num of Positive: tensor([  0,   0,   0,   0, 126,  53, 101,   0], device='cuda:0')
[INFO] [2024-02-19 10:37:35,767] Iteration: [600/3136]	Batch Time: 0.303 (0.304)	Data Time: 0.000 (0.003)	Loss: 6.6453 (6.0776)	Num of Positive: tensor([  0,   4,   0,   0,  27,   2,  40, 134], device='cuda:0')
[INFO] [2024-02-19 10:38:05,544] Iteration: [700/3136]	Batch Time: 0.300 (0.303)	Data Time: 0.000 (0.003)	Loss: 5.6567 (6.0736)	Num of Positive: tensor([74, 31,  0,  0, 28, 59, 71,  0], device='cuda:0')
[INFO] [2024-02-19 10:38:35,406] Iteration: [800/3136]	Batch Time: 0.298 (0.302)	Data Time: 0.000 (0.003)	Loss: 6.6075 (6.0566)	Num of Positive: tensor([10,  0,  0,  0,  0, 39,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:39:05,203] Iteration: [900/3136]	Batch Time: 0.308 (0.302)	Data Time: 0.000 (0.002)	Loss: 6.4374 (6.0583)	Num of Positive: tensor([ 81,   2,  42,   0, 186,  43,   0, 108], device='cuda:0')
[INFO] [2024-02-19 10:39:34,987] Iteration: [1000/3136]	Batch Time: 0.298 (0.301)	Data Time: 0.000 (0.002)	Loss: 5.1500 (6.0500)	Num of Positive: tensor([ 0, 57, 63,  0,  0, 37,  0, 76], device='cuda:0')
[INFO] [2024-02-19 10:40:04,802] Iteration: [1100/3136]	Batch Time: 0.306 (0.301)	Data Time: 0.000 (0.002)	Loss: 5.6309 (6.0561)	Num of Positive: tensor([57, 43,  0, 12,  0, 19, 25,  0], device='cuda:0')
[INFO] [2024-02-19 10:40:34,594] Iteration: [1200/3136]	Batch Time: 0.300 (0.301)	Data Time: 0.000 (0.002)	Loss: 5.5005 (6.0487)	Num of Positive: tensor([  0,   0,  69,  40, 127,   0,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:41:04,495] Iteration: [1300/3136]	Batch Time: 0.294 (0.301)	Data Time: 0.000 (0.002)	Loss: 6.0248 (6.0333)	Num of Positive: tensor([18, 15, 30,  0, 40,  0,  0, 42], device='cuda:0')
[INFO] [2024-02-19 10:41:34,213] Iteration: [1400/3136]	Batch Time: 0.292 (0.300)	Data Time: 0.000 (0.002)	Loss: 6.6289 (6.0283)	Num of Positive: tensor([ 0,  0,  0, 29,  0,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:42:04,185] Iteration: [1500/3136]	Batch Time: 0.294 (0.300)	Data Time: 0.000 (0.001)	Loss: 5.8620 (6.0302)	Num of Positive: tensor([ 94,   0,  46,  21,   0,   0, 102,   0], device='cuda:0')
[INFO] [2024-02-19 10:42:33,848] Iteration: [1600/3136]	Batch Time: 0.297 (0.300)	Data Time: 0.000 (0.001)	Loss: 5.5112 (6.0134)	Num of Positive: tensor([15, 13, 31,  2,  0, 27,  0,  0], device='cuda:0')
